Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,pH
28.89,68.55,38.49,Black,Maize,29,11,17,17-17-17,6.83
38.12,46.31,22.28,Red,Cotton,0,10,7,17-17-17,6.71
31.6,73.5,45.96,Clayey,Tobacco,17,11,16,17-17-17,5.7
23.78,69.61,58.49,Clayey,Maize,14,9,14,17-17-17,7.39
22.7,63.86,20.38,Sandy,Barley,10,4,13,17-17-17,7.14
33.35,84.15,55.1,Red,Paddy,21,8,25,20-20,5.63
21.95,60.05,32.99,Sandy,Maize,21,11,19,20-20,7.39
39.94,42.51,42.03,Clayey,Millets,12,17,12,17-17-17,7.39
30.3,58.79,43.09,Loamy,Cotton,8,14,9,17-17-17,6.77
20.72,58.3,53.44,Black,Pulses,3,1,5,14-35-14,6.58
15.1,46.73,43.98,Loamy,Wheat,38,0,19,20-20,7.31
39.29,67.39,21.72,Black,Cotton,12,5,8,17-17-17,6.0
33.54,59.01,44.94,Black,Cotton,18,9,18,20-20,7.31
31.23,46.58,32.58,Red,Tobacco,17,15,19,20-20,7.18
25.19,79.6,35.87,Black,Maize,24,19,27,20-20,6.54
29.09,67.6,28.03,Clayey,Tobacco,14,21,23,20-20,7.43
29.79,76.18,47.73,Red,Sugarcane,20,13,27,20-20,6.37
24.74,58.81,44.98,Red,Ground Nuts,9,14,11,17-17-17,5.84
28.54,53.39,43.83,Black,Millets,4,7,0,17-17-17,6.07
23.25,57.67,44.24,Clayey,Tobacco,11,15,23,20-20,5.88
26.62,61.64,45.46,Sandy,Pulses,8,7,28,20-20,7.12
24.16,51.89,48.95,Red,Tobacco,13,13,24,20-20,5.67
29.7,71.81,55.94,Sandy,Paddy,12,0,7,17-17-17,7.22
27.07,70.07,59.92,Red,Paddy,19,11,6,17-17-17,5.71
32.83,62.67,44.54,Red,Oil seeds,2,9,3,17-17-17,6.79
29.77,40.95,42.83,Clayey,Millets,12,17,6,17-17-17,7.3
20.11,69.8,46.31,Clayey,Maize,17,16,19,20-20,6.56
28.78,45.16,32.96,Black,Oil seeds,7,6,7,17-17-17,6.9
20.91,66.95,34.72,Red,Wheat,11,17,7,17-17-17,6.41
28.14,63.74,40.31,Sandy,Cotton,15,12,13,17-17-17,5.68
23.11,76.46,57.71,Black,Paddy,15,12,0,17-17-17,7.24
32.39,76.09,53.34,Black,Paddy,12,10,0,17-17-17,6.84
26.42,70.92,25.0,Clayey,Tobacco,23,4,10,17-17-17,6.71
30.89,57.37,51.66,Red,Pulses,7,5,14,17-17-17,5.9
25.81,76.01,29.28,Clayey,Maize,23,3,8,10-26-26,6.35
39.97,55.88,41.84,Black,Millets,0,7,13,17-17-17,7.16
22.53,61.68,37.91,Sandy,Maize,12,16,14,17-17-17,6.84
34.88,57.26,38.28,Sandy,Ground Nuts,13,7,28,20-20,6.0
30.96,70.27,51.97,Clayey,Tobacco,0,24,5,17-17-17,5.85
29.58,59.87,28.45,Loamy,Tobacco,13,17,18,17-17-17,5.67
21.23,57.07,38.05,Sandy,Wheat,19,8,7,17-17-17,7.44
33.24,43.34,30.94,Black,Cotton,14,10,11,17-17-17,5.86
31.25,80.12,61.14,Clayey,Sugarcane,28,20,40,20-20,5.99
28.52,68.5,54.74,Loamy,Maize,15,24,8,17-17-17,7.32
28.06,57.37,28.53,Black,Ground Nuts,17,4,22,17-17-17,6.75
22.13,45.73,36.36,Sandy,Tobacco,40,24,6,17-17-17,5.93
32.22,53.94,33.0,Red,Maize,13,17,14,17-17-17,6.62
34.67,50.23,47.91,Red,Ground Nuts,7,6,11,17-17-17,6.94
26.37,53.16,28.07,Black,Millets,8,3,14,20-20,7.32
22.74,53.52,47.86,Black,Barley,24,1,7,10-26-26,6.83
23.11,52.73,31.99,Clayey,Ground Nuts,13,8,40,20-20,5.98
26.56,58.6,37.92,Loamy,Wheat,31,6,13,17-17-17,7.47
21.85,70.99,26.04,Red,Maize,12,14,30,20-20,6.88
34.26,64.97,68.16,Loamy,Sugarcane,17,19,25,17-17-17,6.87
18.27,54.38,42.26,Clayey,Barley,16,7,17,17-17-17,5.94
36.53,49.91,29.82,Sandy,Cotton,14,14,10,17-17-17,6.88
23.73,61.44,50.56,Clayey,Maize,21,15,21,20-20,5.93
34.43,77.56,43.92,Black,Sugarcane,2,17,23,17-17-17,6.88
20.36,53.32,33.6,Loamy,Pulses,4,2,11,17-17-17,6.7
30.98,60.87,42.89,Red,Millets,6,14,7,17-17-17,5.97
36.79,57.49,27.73,Red,Cotton,8,15,14,17-17-17,5.96
29.52,69.29,65.9,Loamy,Paddy,23,11,4,17-17-17,6.96
25.93,47.24,45.06,Sandy,Barley,11,1,8,17-17-17,6.44
31.24,60.18,67.67,Sandy,Sugarcane,16,7,31,20-20,5.63
33.15,65.87,37.37,Clayey,Maize,21,26,6,17-17-17,5.62
24.8,45.36,28.33,Black,Pulses,4,6,15,17-17-17,6.9
27.69,45.64,44.88,Sandy,Ground Nuts,16,15,25,17-17-17,6.23
17.84,48.66,46.33,Red,Wheat,17,10,16,20-20,6.34
37.79,49.47,42.72,Clayey,Millets,11,7,10,17-17-17,7.23
22.42,67.97,52.19,Sandy,Ground Nuts,12,5,22,17-17-17,7.04
24.91,65.87,41.36,Black,Ground Nuts,17,11,11,17-17-17,5.54
26.62,68.47,50.24,Loamy,Paddy,7,13,23,20-20,7.48
37.84,83.76,62.06,Clayey,Sugarcane,10,8,15,17-17-17,7.44
21.08,42.43,39.46,Red,Barley,15,26,6,17-17-17,6.09
24.41,62.56,48.16,Sandy,Pulses,0,4,21,17-17-17,6.25
22.02,67.93,53.02,Red,Pulses,6,4,7,14-35-14,7.33
34.52,65.93,28.63,Clayey,Tobacco,12,24,17,17-17-17,6.47
24.23,81.6,60.54,Loamy,Paddy,27,6,0,17-17-17,6.91
37.66,56.71,23.95,Black,Millets,15,11,10,17-17-17,5.98
22.56,67.87,36.34,Black,Maize,20,38,21,17-17-17,7.24
15.95,41.61,45.97,Sandy,Barley,19,19,28,20-20,5.94
36.42,61.65,27.13,Loamy,Millets,18,6,22,20-20,7.26
26.84,57.29,34.32,Loamy,Oil seeds,3,16,10,17-17-17,6.7
19.12,46.88,31.4,Red,Wheat,37,9,20,20-20,6.69
33.22,54.6,25.41,Red,Millets,14,10,10,17-17-17,6.28
29.06,66.75,49.81,Red,Ground Nuts,12,4,11,17-17-17,5.91
29.91,83.15,69.9,Clayey,Sugarcane,2,21,8,17-17-17,7.06
33.6,49.04,28.77,Black,Millets,21,4,10,17-17-17,6.88
37.31,80.04,46.17,Sandy,Sugarcane,12,6,10,17-17-17,6.28
31.16,42.4,38.88,Clayey,Cotton,12,7,26,20-20,5.7
30.04,70.28,57.89,Loamy,Sugarcane,14,5,24,20-20,6.71
28.61,67.22,50.6,Clayey,Pulses,9,5,13,17-17-17,6.25
20.29,71.68,46.31,Red,Pulses,1,6,0,14-35-14,5.56
30.56,68.64,50.45,Sandy,Pulses,6,7,24,17-17-17,5.7
34.14,42.27,37.39,Sandy,Millets,16,13,16,17-17-17,6.32
15.27,52.85,32.33,Loamy,Barley,11,12,12,17-17-17,7.39
26.31,49.7,23.84,Clayey,Barley,6,17,13,17-17-17,6.27
23.2,53.44,48.25,Black,Pulses,4,1,7,17-17-17,5.92
28.58,50.68,43.42,Clayey,Tobacco,1,27,18,Urea,6.17
20.55,55.4,26.95,Sandy,Pulses,8,4,20,17-17-17,6.61
23.33,73.46,30.61,Black,Ground Nuts,12,9,24,17-17-17,6.34
29.6,50.56,51.09,Red,Tobacco,25,17,10,17-17-17,7.01
21.54,46.62,41.74,Black,Oil seeds,12,13,15,17-17-17,6.78
31.9,54.7,26.11,Black,Ground Nuts,5,2,7,17-17-17,5.96
36.34,71.64,55.16,Red,Sugarcane,12,4,1,14-35-14,5.77
33.31,46.78,54.16,Sandy,Tobacco,18,8,19,20-20,5.52
33.23,48.49,23.81,Loamy,Oil seeds,11,11,7,17-17-17,6.11
37.93,56.3,22.98,Black,Millets,2,11,5,17-17-17,6.65
16.74,54.28,29.55,Black,Wheat,21,1,18,20-20,7.46
23.2,64.81,35.02,Sandy,Tobacco,31,15,8,17-17-17,6.81
20.99,43.48,25.46,Loamy,Wheat,49,10,12,17-17-17,5.99
33.48,65.51,38.57,Black,Ground Nuts,8,8,7,17-17-17,5.99
26.59,49.08,39.45,Black,Ground Nuts,9,9,19,17-17-17,7.16
26.86,65.51,33.79,Clayey,Barley,19,11,17,17-17-17,6.14
31.28,61.04,58.84,Red,Paddy,27,14,19,20-20,7.14
34.28,40.47,38.1,Sandy,Millets,17,9,16,17-17-17,7.05
29.12,78.57,63.91,Sandy,Paddy,20,7,5,17-17-17,7.13
21.66,57.33,27.34,Loamy,Wheat,38,8,27,20-20,7.35
24.75,61.06,38.22,Loamy,Oil seeds,8,9,4,17-17-17,6.67
29.05,57.96,31.12,Sandy,Pulses,3,7,34,20-20,5.68
27.64,54.19,52.95,Loamy,Tobacco,10,14,18,20-20,5.96
23.38,49.5,23.32,Sandy,Wheat,22,20,17,20-20,6.76
24.22,47.78,31.34,Loamy,Barley,26,17,12,17-17-17,6.38
23.2,52.58,44.45,Red,Tobacco,0,22,11,17-17-17,7.02
31.24,59.16,23.92,Red,Oil seeds,14,1,25,20-20,5.94
30.6,49.23,24.06,Sandy,Oil seeds,6,4,15,17-17-17,7.46
26.08,72.43,53.72,Black,Sugarcane,17,17,21,17-17-17,7.33
26.5,63.24,50.36,Clayey,Tobacco,19,11,20,20-20,7.34
26.31,43.54,21.55,Red,Cotton,19,22,3,17-17-17,6.56
29.67,79.58,29.83,Sandy,Maize,19,0,18,20-20,5.62
25.11,83.88,58.23,Loamy,Sugarcane,19,23,21,17-17-17,7.3
17.67,54.18,46.11,Red,Barley,4,8,10,17-17-17,5.73
30.65,55.09,33.26,Clayey,Ground Nuts,7,9,34,20-20,6.39
24.15,60.75,20.22,Clayey,Oil seeds,16,12,7,17-17-17,6.29
30.29,61.47,42.92,Sandy,Tobacco,24,14,16,17-17-17,5.5
31.04,68.35,55.62,Loamy,Maize,35,28,17,17-17-17,6.69
27.43,65.32,45.45,Loamy,Oil seeds,9,7,11,17-17-17,7.17
27.86,50.44,42.86,Loamy,Wheat,34,3,3,17-17-17,5.62
18.32,52.08,33.05,Loamy,Pulses,6,5,1,14-35-14,5.82
33.5,45.52,30.22,Red,Millets,7,5,18,20-20,5.75
23.96,67.24,50.21,Red,Maize,35,7,14,10-26-26,6.31
22.09,50.01,49.44,Red,Ground Nuts,9,14,10,17-17-17,7.29
29.06,61.07,50.87,Clayey,Sugarcane,22,8,23,17-17-17,6.84
15.15,55.24,41.79,Black,Barley,12,7,26,20-20,6.2
27.1,59.4,43.9,Red,Maize,36,10,21,20-20,5.71
26.02,56.13,34.86,Loamy,Ground Nuts,8,6,16,17-17-17,6.25
28.75,53.54,45.72,Loamy,Oil seeds,2,4,24,20-20,7.48
22.92,72.54,30.98,Clayey,Tobacco,6,23,4,17-17-17,6.97
20.82,55.05,21.67,Black,Oil seeds,8,10,19,17-17-17,6.88
36.83,78.71,68.08,Loamy,Sugarcane,16,16,17,17-17-17,5.89
26.33,60.93,25.12,Red,Wheat,28,10,14,17-17-17,5.55
28.25,73.1,38.89,Loamy,Ground Nuts,4,9,13,17-17-17,5.91
27.69,70.15,34.71,Red,Tobacco,26,12,16,17-17-17,7.45
24.68,56.67,34.38,Clayey,Ground Nuts,16,10,37,20-20,5.69
24.73,53.91,40.95,Red,Tobacco,18,19,13,17-17-17,6.11
16.05,54.28,47.59,Red,Barley,8,1,16,17-17-17,6.48
21.65,62.07,32.2,Black,Oil seeds,5,3,18,17-17-17,6.68
21.05,69.73,50.84,Red,Tobacco,31,15,27,20-20,5.63
34.52,81.32,67.55,Clayey,Paddy,25,19,12,17-17-17,6.7
24.79,47.38,27.75,Red,Wheat,19,9,16,20-20,7.44
38.84,64.83,31.59,Red,Cotton,14,3,0,17-17-17,6.2
27.16,48.04,49.45,Loamy,Barley,29,17,2,14-35-14,5.53
32.74,74.07,56.1,Sandy,Sugarcane,7,19,19,17-17-17,6.2
33.19,61.51,26.63,Red,Oil seeds,7,10,9,17-17-17,5.6
25.78,54.61,51.58,Loamy,Ground Nuts,9,10,14,17-17-17,7.03
26.24,68.79,37.01,Clayey,Wheat,19,22,17,20-20,6.86
19.56,68.88,41.93,Loamy,Pulses,3,2,19,17-17-17,7.09
33.27,66.61,27.42,Loamy,Oil seeds,6,10,11,17-17-17,7.18
29.86,73.66,44.99,Clayey,Sugarcane,3,5,15,17-17-17,6.03
18.69,65.38,49.44,Sandy,Wheat,17,16,5,17-17-17,5.74
18.57,45.44,30.99,Clayey,Pulses,5,5,29,20-20,6.14
19.09,66.3,25.99,Sandy,Pulses,3,8,28,20-20,6.23
27.91,54.16,48.91,Black,Oil seeds,8,10,27,20-20,7.09
21.94,54.78,49.09,Loamy,Wheat,12,15,15,20-20,7.14
26.99,57.88,44.48,Sandy,Millets,16,10,23,20-20,6.43
21.76,47.67,23.94,Red,Wheat,50,7,13,17-17-17,6.92
25.25,70.94,48.62,Red,Ground Nuts,6,14,25,17-17-17,7.21
23.98,62.63,24.1,Loamy,Oil seeds,9,7,4,17-17-17,6.52
26.39,59.82,42.74,Loamy,Maize,19,20,22,20-20,6.19
26.14,63.2,59.84,Loamy,Sugarcane,9,8,11,17-17-17,6.81
33.32,65.27,50.34,Sandy,Paddy,24,5,4,17-17-17,7.37
25.85,67.14,27.44,Loamy,Pulses,1,6,25,17-17-17,6.53
16.62,56.25,31.26,Sandy,Barley,19,9,15,17-17-17,5.89
27.42,66.74,27.64,Red,Wheat,17,19,1,17-17-17,5.67
37.88,46.77,30.84,Loamy,Cotton,8,7,17,20-20,6.4
34.42,73.91,50.79,Black,Ground Nuts,2,11,18,17-17-17,6.55
30.79,76.09,59.53,Black,Maize,22,12,5,17-17-17,6.17
18.48,48.86,31.25,Red,Wheat,31,16,12,17-17-17,6.34
19.62,69.31,27.72,Clayey,Pulses,3,9,26,17-17-17,6.98
26.03,67.85,44.13,Loamy,Pulses,2,7,26,17-17-17,7.11
27.27,56.02,53.33,Loamy,Pulses,2,7,31,20-20,6.19
26.57,55.81,37.9,Loamy,Tobacco,22,16,16,17-17-17,6.15
26.5,54.82,45.96,Black,Cotton,5,12,9,17-17-17,7.3
28.54,61.2,43.43,Red,Pulses,8,0,30,20-20,6.56
20.65,46.1,45.95,Sandy,Pulses,7,6,19,17-17-17,5.79
32.91,45.96,39.94,Loamy,Ground Nuts,9,10,10,17-17-17,7.22
29.05,59.8,26.24,Red,Pulses,7,10,7,14-35-14,5.9
26.06,67.23,26.9,Sandy,Pulses,5,8,18,17-17-17,7.43
29.05,55.38,25.56,Red,Tobacco,19,16,17,17-17-17,5.54
27.5,56.1,44.37,Sandy,Wheat,15,9,9,17-17-17,6.43
25.23,68.82,60.07,Clayey,Sugarcane,9,0,29,20-20,7.33
29.81,52.25,38.2,Sandy,Oil seeds,5,15,8,17-17-17,6.51
30.52,60.42,29.23,Clayey,Tobacco,27,12,17,17-17-17,6.27
27.62,60.08,46.78,Clayey,Sugarcane,12,23,12,17-17-17,7.08
39.71,40.31,32.19,Loamy,Millets,21,0,13,17-17-17,6.51
21.35,60.19,32.47,Red,Barley,17,7,27,20-20,7.14
34.92,46.16,23.83,Sandy,Oil seeds,9,13,16,17-17-17,6.39
29.46,57.25,47.89,Black,Tobacco,20,1,4,10-26-26,5.75
23.62,61.13,39.35,Clayey,Wheat,24,18,15,20-20,6.69
26.23,67.74,49.91,Black,Sugarcane,21,8,32,20-20,5.69
25.12,42.41,37.08,Loamy,Millets,27,5,10,17-17-17,6.02
20.0,57.18,28.98,Loamy,Barley,17,4,0,10-26-26,7.07
30.07,61.45,33.22,Red,Ground Nuts,11,1,33,20-20,6.89
34.28,73.05,35.47,Clayey,Tobacco,23,12,11,17-17-17,6.29
30.33,64.75,32.47,Loamy,Ground Nuts,5,4,4,14-35-14,6.97
26.01,41.08,37.38,Black,Millets,15,0,14,17-17-17,7.39
35.68,60.26,48.4,Black,Cotton,14,6,14,17-17-17,6.23
19.03,64.91,29.96,Black,Wheat,26,11,8,17-17-17,7.09
26.83,48.67,48.37,Sandy,Barley,30,17,21,17-17-17,6.54
19.84,60.01,22.62,Clayey,Barley,10,14,8,17-17-17,7.46
19.61,56.8,56.09,Loamy,Maize,15,32,8,17-17-17,6.06
24.02,74.17,40.63,Sandy,Ground Nuts,7,3,6,17-17-17,5.73
37.28,58.71,48.73,Black,Cotton,13,0,15,20-20,7.31
22.01,48.74,26.41,Clayey,Tobacco,10,15,6,17-17-17,7.2
27.57,73.53,28.0,Clayey,Tobacco,0,3,6,17-17-17,7.1
24.31,63.28,42.52,Red,Wheat,33,25,16,17-17-17,6.14
28.72,80.04,64.43,Loamy,Sugarcane,30,15,10,17-17-17,5.97
29.94,59.37,49.59,Loamy,Oil seeds,10,4,13,17-17-17,5.9
25.95,66.06,64.85,Clayey,Paddy,8,11,12,20-20,5.81
32.05,63.72,58.33,Black,Paddy,11,5,5,17-17-17,6.96
27.83,62.5,44.08,Clayey,Cotton,15,10,10,17-17-17,6.25
31.67,40.09,41.33,Clayey,Cotton,12,11,15,17-17-17,6.63
23.06,67.62,27.05,Black,Wheat,27,11,16,20-20,7.46
26.81,66.71,26.0,Red,Tobacco,6,24,9,17-17-17,7.01
20.19,59.9,41.21,Clayey,Pulses,12,0,31,20-20,7.39
36.48,79.81,42.32,Loamy,Sugarcane,7,3,18,17-17-17,6.9
26.13,45.86,48.18,Black,Wheat,27,19,9,17-17-17,7.09
23.9,63.69,45.47,Clayey,Barley,5,13,17,17-17-17,5.66
32.59,62.17,62.14,Clayey,Paddy,34,13,11,17-17-17,6.47
30.24,79.4,69.56,Loamy,Paddy,16,12,8,17-17-17,7.04
28.13,82.87,65.11,Sandy,Paddy,37,16,0,17-17-17,6.4
36.54,66.02,62.9,Black,Sugarcane,24,23,13,17-17-17,6.57
24.51,59.8,31.66,Loamy,Tobacco,26,11,18,17-17-17,6.73
32.21,46.7,42.76,Sandy,Ground Nuts,5,13,12,17-17-17,7.05
26.53,54.03,41.14,Loamy,Maize,9,27,9,17-17-17,6.75
33.45,41.63,37.63,Sandy,Cotton,11,11,0,17-17-17,7.01
24.04,77.72,63.05,Black,Paddy,29,9,10,17-17-17,7.24
34.0,57.8,52.3,Red,Tobacco,14,23,9,17-17-17,6.09
23.66,62.34,42.07,Sandy,Oil seeds,10,7,14,17-17-17,6.05
38.51,63.84,38.38,Sandy,Millets,11,10,11,17-17-17,6.95
32.91,57.28,29.34,Red,Ground Nuts,15,8,29,20-20,7.09
22.57,63.6,37.25,Red,Oil seeds,22,6,11,17-17-17,6.31
30.83,55.02,25.2,Red,Cotton,3,7,3,17-17-17,6.29
19.03,64.29,30.23,Loamy,Pulses,5,4,25,17-17-17,7.18
26.11,68.54,57.95,Red,Paddy,28,7,21,20-20,6.25
20.28,57.24,33.45,Black,Oil seeds,9,11,6,17-17-17,5.62
33.92,52.88,29.3,Clayey,Tobacco,15,17,12,17-17-17,6.14
27.07,62.49,32.96,Black,Pulses,7,4,31,20-20,5.64
19.66,53.75,44.7,Clayey,Pulses,8,4,27,20-20,7.15
30.23,66.29,35.28,Black,Cotton,0,9,10,17-17-17,6.8
32.38,54.16,25.56,Clayey,Oil seeds,12,5,13,17-17-17,6.85
20.41,58.72,29.44,Clayey,Pulses,3,2,20,17-17-17,6.55
30.54,51.21,31.93,Loamy,Oil seeds,10,12,10,17-17-17,7.36
29.99,72.01,41.42,Red,Tobacco,7,10,28,20-20,6.62
30.76,72.83,57.19,Clayey,Sugarcane,8,8,19,17-17-17,6.83
21.82,43.2,22.58,Black,Barley,8,14,21,20-20,6.06
28.97,69.32,26.94,Black,Tobacco,22,27,6,17-17-17,7.41
27.77,66.32,27.99,Loamy,Barley,8,12,9,17-17-17,6.74
18.8,46.66,25.34,Sandy,Pulses,4,8,21,17-17-17,5.58
18.35,75.47,49.36,Clayey,Maize,7,22,3,17-17-17,6.78
22.4,64.61,69.25,Red,Paddy,29,19,8,17-17-17,6.41
25.6,41.99,26.91,Red,Millets,2,6,2,17-17-17,6.11
34.4,54.29,23.85,Red,Millets,14,2,5,17-17-17,7.2
28.52,73.94,51.66,Loamy,Sugarcane,12,5,23,17-17-17,6.02
23.32,59.42,54.92,Clayey,Tobacco,29,11,11,17-17-17,6.16
29.81,56.9,42.3,Loamy,Oil seeds,14,11,30,20-20,5.56
26.53,52.24,24.12,Red,Wheat,34,12,6,17-17-17,6.76
21.12,67.29,28.13,Red,Tobacco,22,13,12,17-17-17,6.67
33.09,53.47,33.66,Black,Ground Nuts,19,11,5,14-35-14,7.23
30.29,51.56,44.65,Black,Tobacco,27,11,5,17-17-17,5.58
35.11,52.47,25.27,Red,Millets,8,10,5,17-17-17,6.18
31.88,72.98,42.94,Red,Pulses,3,5,20,17-17-17,5.62
32.29,68.34,53.57,Red,Sugarcane,12,19,31,20-20,5.59
29.22,54.99,31.45,Sandy,Pulses,3,1,31,20-20,6.64
34.86,54.92,24.26,Red,Millets,25,9,13,17-17-17,7.24
33.54,70.34,54.9,Sandy,Ground Nuts,3,8,13,17-17-17,7.42
22.76,69.13,42.69,Clayey,Pulses,0,6,19,17-17-17,6.28
31.1,45.96,25.64,Red,Tobacco,6,11,7,17-17-17,5.57
29.94,58.62,30.68,Black,Ground Nuts,5,6,28,20-20,6.06
20.12,48.41,21.32,Sandy,Barley,11,7,6,17-17-17,5.94
33.34,67.19,22.17,Black,Cotton,9,13,9,17-17-17,6.71
36.18,81.4,65.11,Sandy,Sugarcane,23,10,23,17-17-17,6.6
27.67,65.94,26.92,Sandy,Oil seeds,6,8,21,20-20,6.96
37.67,66.14,67.72,Clayey,Sugarcane,6,15,21,17-17-17,6.21
28.83,70.48,49.85,Loamy,Sugarcane,24,0,29,20-20,7.17
33.22,64.81,28.81,Black,Maize,0,20,26,Urea,6.24
15.79,61.22,49.1,Black,Wheat,30,13,20,20-20,7.22
24.81,79.83,55.4,Clayey,Paddy,12,13,15,20-20,7.25
32.5,74.48,62.93,Black,Paddy,8,7,3,17-17-17,5.58
19.61,61.87,37.94,Clayey,Wheat,24,0,20,20-20,7.33
28.04,45.48,27.51,Clayey,Ground Nuts,8,6,21,17-17-17,6.51
36.56,81.45,43.73,Sandy,Sugarcane,23,22,21,17-17-17,7.43
33.6,46.87,45.42,Loamy,Ground Nuts,19,5,17,17-17-17,6.08
31.58,78.53,66.84,Clayey,Paddy,41,16,10,17-17-17,6.26
19.55,59.97,59.29,Clayey,Maize,0,15,19,28-28,6.59
16.91,44.69,36.84,Loamy,Wheat,25,15,10,17-17-17,5.98
33.85,54.97,41.11,Red,Tobacco,16,33,0,14-35-14,6.64
31.76,53.21,36.41,Black,Millets,12,14,21,20-20,5.64
27.17,47.77,39.81,Loamy,Barley,20,18,4,17-17-17,5.71
20.69,51.5,37.24,Red,Tobacco,26,17,7,17-17-17,6.27
30.13,40.26,35.51,Red,Cotton,10,9,10,17-17-17,6.55
30.24,52.12,25.9,Red,Tobacco,1,14,1,17-17-17,5.72
27.38,53.1,28.16,Clayey,Tobacco,22,10,16,17-17-17,7.22
22.74,70.06,48.19,Red,Pulses,3,6,19,17-17-17,6.48
23.65,55.01,35.65,Sandy,Wheat,43,11,21,20-20,6.5
22.04,75.3,69.05,Red,Paddy,19,16,19,20-20,6.01
22.12,64.68,58.47,Sandy,Paddy,24,14,9,17-17-17,7.2
29.58,63.8,49.28,Black,Ground Nuts,4,12,7,17-17-17,5.92
26.79,79.55,41.33,Sandy,Sugarcane,8,12,18,17-17-17,5.74
26.43,49.09,26.93,Clayey,Cotton,4,8,21,20-20,5.95
33.11,74.59,49.5,Sandy,Tobacco,16,18,25,20-20,6.96
26.76,54.93,26.73,Loamy,Ground Nuts,11,15,29,20-20,7.3
24.04,66.18,36.48,Sandy,Pulses,0,9,28,20-20,7.45
30.5,83.77,66.17,Sandy,Sugarcane,8,2,0,14-35-14,7.23
18.74,64.07,35.42,Loamy,Barley,0,12,4,17-17-17,6.0
31.55,48.76,35.63,Sandy,Ground Nuts,8,15,3,14-35-14,7.1
37.99,49.82,37.67,Loamy,Millets,18,12,9,17-17-17,6.96
19.29,52.43,38.81,Sandy,Wheat,23,12,10,17-17-17,6.53
15.19,48.55,24.07,Red,Barley,32,5,25,20-20,6.0
33.26,53.99,29.11,Loamy,Tobacco,17,9,20,20-20,5.84
31.39,70.88,53.55,Loamy,Tobacco,16,0,6,10-26-26,6.39
28.86,71.12,38.69,Red,Pulses,8,4,9,17-17-17,6.23
20.36,62.39,36.21,Clayey,Pulses,2,3,23,17-17-17,6.42
30.14,47.56,33.03,Red,Cotton,15,13,12,17-17-17,6.43
34.18,42.24,37.76,Black,Millets,16,0,5,17-17-17,6.28
27.96,67.82,32.99,Black,Cotton,7,13,16,20-20,5.83
31.93,58.84,40.95,Red,Ground Nuts,3,4,23,17-17-17,6.03
34.79,80.62,51.52,Loamy,Paddy,34,4,9,17-17-17,6.62
37.31,57.61,31.01,Red,Millets,11,6,9,17-17-17,7.26
25.92,42.39,29.94,Black,Millets,11,7,17,20-20,7.39
17.73,42.49,40.21,Black,Wheat,20,7,17,20-20,6.66
23.35,72.55,45.06,Black,Ground Nuts,2,7,33,20-20,5.99
21.78,47.55,36.99,Black,Barley,31,12,11,17-17-17,5.69
20.55,79.34,25.42,Red,Maize,31,0,5,10-26-26,6.2
26.33,60.92,33.58,Red,Maize,3,21,10,17-17-17,5.84
23.61,69.62,56.69,Sandy,Paddy,22,16,11,17-17-17,7.23
16.76,53.91,41.55,Red,Wheat,29,6,13,17-17-17,5.84
25.46,66.9,48.5,Sandy,Sugarcane,31,8,27,20-20,7.25
29.42,47.82,50.69,Sandy,Tobacco,16,16,20,20-20,7.04
30.3,73.89,34.3,Black,Tobacco,7,15,26,20-20,5.53
22.91,67.07,22.05,Clayey,Barley,14,16,21,20-20,7.31
26.79,65.35,44.92,Sandy,Maize,27,39,18,17-17-17,7.16
21.88,56.26,32.7,Black,Oil seeds,9,8,22,20-20,6.15
28.28,59.11,27.25,Black,Barley,5,19,19,17-17-17,7.23
26.03,80.08,49.23,Sandy,Sugarcane,10,16,6,14-35-14,7.04
22.11,54.73,46.6,Loamy,Maize,39,22,24,20-20,6.7
19.91,77.8,41.77,Clayey,Maize,5,10,5,17-17-17,7.03
19.12,69.8,39.74,Clayey,Barley,29,19,22,17-17-17,7.11
32.74,84.8,62.93,Black,Paddy,17,8,5,17-17-17,6.56
35.39,64.43,53.78,Loamy,Ground Nuts,9,6,23,17-17-17,6.04
23.53,51.79,27.6,Clayey,Barley,18,10,19,17-17-17,7.31
25.6,55.07,45.13,Black,Oil seeds,20,15,7,17-17-17,5.55
28.51,70.83,42.68,Black,Sugarcane,20,20,23,17-17-17,7.5
32.01,57.8,45.99,Loamy,Cotton,23,17,6,17-17-17,7.17
29.37,52.59,39.32,Sandy,Oil seeds,2,3,14,17-17-17,7.31
15.62,58.36,21.09,Black,Wheat,18,12,13,20-20,6.98
29.25,51.81,36.48,Clayey,Cotton,17,15,16,17-17-17,6.72
21.14,58.94,34.33,Red,Oil seeds,8,7,2,17-17-17,5.93
24.88,65.52,62.09,Loamy,Paddy,37,19,19,20-20,7.29
36.39,61.65,20.2,Sandy,Millets,10,6,1,17-17-17,7.27
34.09,47.95,43.22,Sandy,Oil seeds,15,12,19,17-17-17,6.27
34.09,47.47,43.96,Red,Oil seeds,11,14,0,14-35-14,6.84
36.78,61.26,23.34,Loamy,Millets,16,4,12,17-17-17,6.41
30.64,70.37,46.03,Red,Tobacco,17,8,2,17-17-17,6.79
32.03,73.38,54.08,Black,Sugarcane,19,15,11,17-17-17,6.67
